student_id,test_instance_id,gmat_section,test_date,question_id,question_position,question_time_minutes,is_correct,question_difficulty,question_type,question_fundamental_skill,content_domain,total_section_time_minutes,max_allowed_section_time_minutes,total_questions_in_section,record_timestamp
student_20250517160418,student_20250517160418_Q_20250517_upload,Q,2025-05-17,Q_11_20250517,11,3.96,1,0.0,REAL,Equal/Unequal/ALG,Algebra,44.989999999999995,45.0,20,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_Q_20250517_upload,Q,2025-05-17,Q_12_20250517,12,1.65,0,0.0,PURE,Value/Order/Factors,Algebra,44.989999999999995,45.0,20,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_Q_20250517_upload,Q,2025-05-17,Q_13_20250517,13,0.51,0,0.0,PURE,Value/Order/Factors,Arithmetic,44.989999999999995,45.0,20,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_Q_20250517_upload,Q,2025-05-17,Q_14_20250517,14,0.91,1,0.0,PURE,Value/Order/Factors,Arithmetic,44.989999999999995,45.0,20,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_Q_20250517_upload,Q,2025-05-17,Q_15_20250517,15,0.23,0,0.0,PURE,Counting/Sets/Series/Prob/Stats,Algebra,44.989999999999995,45.0,20,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_Q_20250517_upload,Q,2025-05-17,Q_16_20250517,16,0.14,0,0.0,PURE,Equal/Unequal/ALG,Algebra,44.989999999999995,45.0,20,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_Q_20250517_upload,Q,2025-05-17,Q_17_20250517,17,0.07,1,0.0,REAL,Counting/Sets/Series/Prob/Stats,Arithmetic,44.989999999999995,45.0,20,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_Q_20250517_upload,Q,2025-05-17,Q_18_20250517,18,0.08,0,0.0,REAL,Equal/Unequal/ALG,Algebra,44.989999999999995,45.0,20,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_Q_20250517_upload,Q,2025-05-17,Q_19_20250517,19,0.05,0,0.0,PURE,Equal/Unequal/ALG,Algebra,44.989999999999995,45.0,20,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_Q_20250517_upload,Q,2025-05-17,Q_20_20250517,20,0.04,0,0.0,PURE,Value/Order/Factors,Arithmetic,44.989999999999995,45.0,20,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_1_20250517,1,2.15,0,0.0,Critical Reasoning,Plan/Construct,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_2_20250517,2,3.45,1,0.0,Critical Reasoning,Plan/Construct,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_3_20250517,3,5.96,0,0.0,Reading Comprehension,Identify Stated Idea,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_4_20250517,4,1.88,0,0.0,Reading Comprehension,Identify Inferred Idea,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_5_20250517,5,2.94,1,0.0,Reading Comprehension,Identify Stated Idea,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_6_20250517,6,2.45,0,0.0,Reading Comprehension,Identify Inferred Idea,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_7_20250517,7,1.1,1,0.0,Critical Reasoning,Analysis/Critique,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_8_20250517,8,1.8,0,0.0,Critical Reasoning,Plan/Construct,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_9_20250517,9,5.24,1,0.0,Reading Comprehension,Identify Inferred Idea,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_10_20250517,10,0.56,1,0.0,Reading Comprehension,Identify Stated Idea,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_11_20250517,11,1.11,1,0.0,Reading Comprehension,Identify Stated Idea,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_12_20250517,12,1.09,1,0.0,Reading Comprehension,Identify Inferred Idea,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_13_20250517,13,2.98,0,0.0,Critical Reasoning,Plan/Construct,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_14_20250517,14,4.27,0,0.0,Critical Reasoning,Analysis/Critique,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_15_20250517,15,2.76,0,0.0,Reading Comprehension,Identify Inferred Idea,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_16_20250517,16,0.88,0,0.0,Reading Comprehension,Identify Stated Idea,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_17_20250517,17,0.46,0,0.0,Reading Comprehension,Identify Inferred Idea,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_18_20250517,18,1.39,1,0.0,Critical Reasoning,Plan/Construct,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_19_20250517,19,1.54,1,0.0,Critical Reasoning,Analysis/Critique,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_20_20250517,20,0.8,0,0.0,Reading Comprehension,Identify Stated Idea,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_21_20250517,21,0.1,0,0.0,Reading Comprehension,Identify Inferred Idea,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_V_20250517_upload,V,2025-05-17,V_22_20250517,22,0.09,0,0.0,Reading Comprehension,Identify Inferred Idea,nan,45.0,45.0,22,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_1_20250517,1,2.69,1,0.0,Data Sufficiency,nan,Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_2_20250517,2,4.19,0,0.0,Graph and Table,nan,Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_3_20250517,3,2.65,0,0.0,Graph and Table,nan,Non-Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_4_20250517,4,2.18,0,0.0,Data Sufficiency,nan,Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_5_20250517,5,3.19,1,0.0,Multi-source reasoning,nan,Non-Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_6_20250517,6,1.42,1,0.0,Multi-source reasoning,nan,Non-Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_7_20250517,7,0.98,1,0.0,Multi-source reasoning,nan,Non-Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_8_20250517,8,3.89,0,0.0,Two-part analysis,nan,Non-Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_9_20250517,9,2.28,1,0.0,Graph and Table,nan,Non-Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_10_20250517,10,1.97,1,0.0,Data Sufficiency,nan,Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_11_20250517,11,9.24,1,0.0,Two-part analysis,nan,Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_12_20250517,12,6.16,1,0.0,Two-part analysis,nan,Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_13_20250517,13,3.05,1,0.0,Data Sufficiency,nan,Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_14_20250517,14,0.59,0,0.0,Two-part analysis,nan,Non-Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_15_20250517,15,0.22,0,0.0,Graph and Table,nan,Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_16_20250517,16,0.1,0,0.0,Data Sufficiency,nan,Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_17_20250517,17,0.07,0,0.0,Data Sufficiency,nan,Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_18_20250517,18,0.08,0,0.0,Graph and Table,nan,Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
student_20250517160418,student_20250517160418_DI_20250517_upload,DI,2025-05-17,DI_19_20250517,19,0.04,0,0.0,Two-part analysis,nan,Math Related,44.989999999999995,45.0,19,2025-05-17T19:05:21.208918
